instance_id,seed,best_objective,runtime,algorithm_name,deadline,param_max_evaluations,param_seed,param_population_size,param_crossover_rate,param_mutation_rate,param_time_limit,param_initial_temperature,param_cooling_rate,param_iterations_per_temperature,param_perturbation_strength,param_max_iterations
J30_36.RCP,1,101.67604938271607,0.1327831745147705,ga,45,1000,1,50.0,0.9,0.1,60.0,,,,,
J30_36.RCP,0,123.09827160493829,0.11029982566833496,sa,45,1000,0,,,,60.0,10000.0,0.995,10.0,,
J30_36.RCP,1,104.65382716049382,0.10935688018798828,sa,45,1000,1,,,,60.0,10000.0,0.995,10.0,,
J30_36.RCP,0,91.80938271604937,0.10502195358276367,ils,45,1000,0,,,,60.0,,,,5.0,100.0
J30_36.RCP,1,88.38716049382717,0.10360002517700195,ils,45,1000,1,,,,60.0,,,,5.0,100.0
J30_37.RCP,0,66.13360969387755,0.13312005996704102,ga,56,1000,0,50.0,0.9,0.1,60.0,,,,,
J30_37.RCP,1,66.91932397959184,0.13283991813659668,ga,56,1000,1,50.0,0.9,0.1,60.0,,,,,
J30_37.RCP,0,70.63360969387756,0.11045503616333008,sa,56,1000,0,,,,60.0,10000.0,0.995,10.0,,
J30_37.RCP,1,69.81218112244899,0.10975790023803711,sa,56,1000,1,,,,60.0,10000.0,0.995,10.0,,
J30_37.RCP,0,71.06218112244899,0.10170197486877441,ils,56,1000,0,,,,60.0,,,,5.0,100.0
J30_37.RCP,1,62.95503826530613,0.10197710990905762,ils,56,1000,1,,,,60.0,,,,5.0,100.0
J30_38.RCP,0,59.2509090909091,0.13282203674316406,ga,55,1000,0,50.0,0.9,0.1,60.0,,,,,
J30_38.RCP,1,60.66909090909091,0.13267993927001953,ga,55,1000,1,50.0,0.9,0.1,60.0,,,,,
J30_38.RCP,0,63.06909090909091,0.1084129810333252,sa,55,1000,0,,,,60.0,10000.0,0.995,10.0,,
J30_38.RCP,1,63.39636363636364,0.10810494422912598,sa,55,1000,1,,,,60.0,10000.0,0.995,10.0,,
J30_38.RCP,0,64.45090909090911,0.09953188896179199,ils,55,1000,0,,,,60.0,,,,5.0,100.0
J30_38.RCP,1,67.6509090909091,0.10032796859741211,ils,55,1000,1,,,,60.0,,,,5.0,100.0
