instance_id,seed,best_objective,runtime,algorithm_name,deadline,param_max_evaluations,param_seed,param_population_size,param_time_limit,param_f_min,param_f_max,param_A0,param_r0,param_alpha,param_gamma,param_local_search_strategy,param_local_search_interval,param_w,param_c1,param_c2,param_restart_strategy,param_restart_threshold,param_sa_initial_temp,param_sa_final_temp,param_sa_cooling_rate,param_hm_size,param_hmcr,param_par,param_bw,param_par_min,param_par_max,param_bw_min,param_bw_max,param_parameter_strategy,param_initialization_strategy
J30_4.RCP,0,59.1504132231405,0.4141960144042969,HS_fixed_random,55,1000,0,,3600.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,random
J30_4.RCP,1,62.82314049586776,0.43021321296691895,HS_fixed_random,55,1000,1,,3600.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,random
J30_5.RCP,0,72.7637877211238,0.39814305305480957,BA_none,31,1000,0,50.0,3600.0,0.0,2.0,1.0,0.5,0.9,0.9,none,10.0,,,,,,,,,,,,,,,,,,
J30_5.RCP,1,54.5057232049948,0.41004419326782227,BA_none,31,1000,1,50.0,3600.0,0.0,2.0,1.0,0.5,0.9,0.9,none,10.0,,,,,,,,,,,,,,,,,,
J30_5.RCP,0,56.376690946930275,0.49161624908447266,PSO_none_none,31,1000,0,50.0,3600.0,,,,,,,none,,0.729,1.49445,1.49445,none,30.0,80.0,0.01,0.9,,,,,,,,,,
J30_5.RCP,1,59.27991675338189,0.4663553237915039,PSO_none_none,31,1000,1,50.0,3600.0,,,,,,,none,,0.729,1.49445,1.49445,none,30.0,80.0,0.01,0.9,,,,,,,,,,
J30_5.RCP,0,57.021852237252865,0.4261629581451416,HS_fixed_random,31,1000,0,,3600.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,random
J30_5.RCP,1,58.69927159209157,0.4195559024810791,HS_fixed_random,31,1000,1,,3600.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,random
J30_6.RCP,0,63.89612188365651,0.3988683223724365,BA_none,38,1000,0,50.0,3600.0,0.0,2.0,1.0,0.5,0.9,0.9,none,10.0,,,,,,,,,,,,,,,,,,
J30_6.RCP,1,66.00138504155125,0.40908193588256836,BA_none,38,1000,1,50.0,3600.0,0.0,2.0,1.0,0.5,0.9,0.9,none,10.0,,,,,,,,,,,,,,,,,,
J30_6.RCP,0,62.94875346260388,0.4673459529876709,PSO_none_none,38,1000,0,50.0,3600.0,,,,,,,none,,0.729,1.49445,1.49445,none,30.0,80.0,0.01,0.9,,,,,,,,,,
J30_6.RCP,1,60.15927977839334,0.4757208824157715,PSO_none_none,38,1000,1,50.0,3600.0,,,,,,,none,,0.729,1.49445,1.49445,none,30.0,80.0,0.01,0.9,,,,,,,,,,
J30_6.RCP,0,60.159279778393355,0.4140889644622803,HS_fixed_random,38,1000,0,,3600.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,random
J30_6.RCP,1,60.68559556786704,0.41513895988464355,HS_fixed_random,38,1000,1,,3600.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,random
J30_7.RCP,0,52.69194444444445,0.4052238464355469,BA_none,60,1000,0,50.0,3600.0,0.0,2.0,1.0,0.5,0.9,0.9,none,10.0,,,,,,,,,,,,,,,,,,
J30_7.RCP,1,52.69194444444445,0.4138047695159912,BA_none,60,1000,1,50.0,3600.0,0.0,2.0,1.0,0.5,0.9,0.9,none,10.0,,,,,,,,,,,,,,,,,,
J30_7.RCP,0,53.59194444444445,0.4775857925415039,PSO_none_none,60,1000,0,50.0,3600.0,,,,,,,none,,0.729,1.49445,1.49445,none,30.0,80.0,0.01,0.9,,,,,,,,,,
J30_7.RCP,1,54.05861111111111,0.4778938293457031,PSO_none_none,60,1000,1,50.0,3600.0,,,,,,,none,,0.729,1.49445,1.49445,none,30.0,80.0,0.01,0.9,,,,,,,,,,
J30_7.RCP,0,51.82527777777779,0.41879701614379883,HS_fixed_random,60,1000,0,,3600.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,random
J30_7.RCP,1,52.258611111111115,0.41315674781799316,HS_fixed_random,60,1000,1,,3600.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,random
J30_8.RCP,0,63.69312922748309,0.437532901763916,BA_none,53,1000,0,50.0,3600.0,0.0,2.0,1.0,0.5,0.9,0.9,none,10.0,,,,,,,,,,,,,,,,,,
J30_8.RCP,1,61.65539337842649,0.46057796478271484,BA_none,53,1000,1,50.0,3600.0,0.0,2.0,1.0,0.5,0.9,0.9,none,10.0,,,,,,,,,,,,,,,,,,
J30_8.RCP,0,59.995016019935925,0.4969000816345215,PSO_none_none,53,1000,0,50.0,3600.0,,,,,,,none,,0.729,1.49445,1.49445,none,30.0,80.0,0.01,0.9,,,,,,,,,,
J30_8.RCP,1,64.33463866144535,0.467238187789917,PSO_none_none,53,1000,1,50.0,3600.0,,,,,,,none,,0.729,1.49445,1.49445,none,30.0,80.0,0.01,0.9,,,,,,,,,,
J30_8.RCP,0,63.46671413314347,0.42382192611694336,HS_fixed_random,53,1000,0,,3600.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,random
J30_8.RCP,1,67.7308650765397,0.41205787658691406,HS_fixed_random,53,1000,1,,3600.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,random
J30_9.RCP,0,86.25,0.41161298751831055,BA_none,42,1000,0,50.0,3600.0,0.0,2.0,1.0,0.5,0.9,0.9,none,10.0,,,,,,,,,,,,,,,,,,
J30_9.RCP,1,85.82142857142857,0.40890073776245117,BA_none,42,1000,1,50.0,3600.0,0.0,2.0,1.0,0.5,0.9,0.9,none,10.0,,,,,,,,,,,,,,,,,,
J30_9.RCP,0,92.29761904761902,0.48308873176574707,PSO_none_none,42,1000,0,50.0,3600.0,,,,,,,none,,0.729,1.49445,1.49445,none,30.0,80.0,0.01,0.9,,,,,,,,,,
J30_9.RCP,1,85.29761904761905,0.4758913516998291,PSO_none_none,42,1000,1,50.0,3600.0,,,,,,,none,,0.729,1.49445,1.49445,none,30.0,80.0,0.01,0.9,,,,,,,,,,
J30_9.RCP,0,84.25,0.4136650562286377,HS_fixed_random,42,1000,0,,3600.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,random
J30_9.RCP,1,84.53571428571429,0.4229280948638916,HS_fixed_random,42,1000,1,,3600.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,random
J30_10.RCP,0,72.9218407596786,0.40436315536499023,BA_none,37,1000,0,50.0,3600.0,0.0,2.0,1.0,0.5,0.9,0.9,none,10.0,,,,,,,,,,,,,,,,,,
J30_10.RCP,1,71.40832724616507,0.41008901596069336,BA_none,37,1000,1,50.0,3600.0,0.0,2.0,1.0,0.5,0.9,0.9,none,10.0,,,,,,,,,,,,,,,,,,
J30_10.RCP,0,73.67859751643536,0.4806060791015625,PSO_none_none,37,1000,0,50.0,3600.0,,,,,,,none,,0.729,1.49445,1.49445,none,30.0,80.0,0.01,0.9,,,,,,,,,,
J30_10.RCP,1,73.78670562454347,0.474992036819458,PSO_none_none,37,1000,1,50.0,3600.0,,,,,,,none,,0.729,1.49445,1.49445,none,30.0,80.0,0.01,0.9,,,,,,,,,,
J30_10.RCP,0,72.54346238130023,0.42447996139526367,HS_fixed_random,37,1000,0,,3600.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,random
J30_10.RCP,1,74.32724616508399,0.41080594062805176,HS_fixed_random,37,1000,1,,3600.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,random
