instance_id,seed,best_objective,runtime,algorithm_name,deadline,param_max_evaluations,param_seed,param_time_limit
J30_19.RCP,1,103.52710495963092,0.10903429985046387,sa,51,1000,1,60.0
J30_19.RCP,0,97.40945790080738,0.10042095184326172,ils,51,1000,0,60.0
J30_19.RCP,1,79.52710495963092,0.10279607772827148,ils,51,1000,1,60.0
J30_20.RCP,0,100.4104699583581,0.1329500675201416,ga,41,1000,0,60.0
J30_20.RCP,1,91.62998215348007,0.13268017768859863,ga,41,1000,1,60.0
J30_20.RCP,0,104.02022605591908,0.10967493057250977,sa,41,1000,0,60.0
J30_20.RCP,1,100.45925044616298,0.10862421989440918,sa,41,1000,1,60.0
J30_20.RCP,0,90.36168947055324,0.10061788558959961,ils,41,1000,0,60.0
J30_20.RCP,1,94.2153480071386,0.10092329978942871,ils,41,1000,1,60.0
J30_21.RCP,0,66.12461419753087,0.13361001014709473,ga,72,1000,0,60.0
J30_21.RCP,1,64.29128086419753,0.1341419219970703,ga,72,1000,1,60.0
J30_21.RCP,0,69.98572530864197,0.11125922203063965,sa,72,1000,0,60.0
J30_21.RCP,1,69.31905864197532,0.10998892784118652,sa,72,1000,1,60.0
J30_21.RCP,0,74.56905864197532,0.10225367546081543,ils,72,1000,0,60.0
J30_21.RCP,1,68.87461419753087,0.1014862060546875,ils,72,1000,1,60.0
J30_22.RCP,0,96.07363576594346,0.13253498077392578,ga,39,1000,0,60.0
J30_22.RCP,1,96.5351742274819,0.13222503662109375,ga,39,1000,1,60.0
J30_22.RCP,0,106.79158448389218,0.10940003395080566,sa,39,1000,0,60.0
J30_22.RCP,1,103.15055884286653,0.10926222801208496,sa,39,1000,1,60.0
J30_22.RCP,0,88.48389217619987,0.10067296028137207,ils,39,1000,0,60.0
J30_22.RCP,1,98.48389217619984,0.10211992263793945,ils,39,1000,1,60.0
J30_23.RCP,0,54.28254847645431,0.13329195976257324,ga,57,1000,0,60.0
J30_23.RCP,1,52.10710987996307,0.1321709156036377,ga,57,1000,1,60.0
J30_23.RCP,0,56.31763619575254,0.10904383659362793,sa,57,1000,0,60.0
J30_23.RCP,1,56.633425669436754,0.10912013053894043,sa,57,1000,1,60.0
J30_23.RCP,0,67.54570637119113,0.1013638973236084,ils,57,1000,0,60.0
J30_23.RCP,1,54.59833795013851,0.10086822509765625,ils,57,1000,1,60.0
J30_24.RCP,0,54.12109537692626,0.1335768699645996,ga,98,1000,0,60.0
J30_24.RCP,1,53.91701374427321,0.1340939998626709,ga,98,1000,1,60.0
J30_24.RCP,0,54.2231361932528,0.11158204078674316,sa,98,1000,0,60.0
J30_24.RCP,1,55.30476884631402,0.10983490943908691,sa,98,1000,1,60.0
J30_24.RCP,0,58.12109537692626,0.10173892974853516,ils,98,1000,0,60.0
J30_24.RCP,1,57.753748438150765,0.10175490379333496,ils,98,1000,1,60.0
J30_25.RCP,0,85.11814744801514,0.13568401336669922,ga,46,1000,0,60.0
J30_25.RCP,1,86.98771266540643,0.1332399845123291,ga,46,1000,1,60.0
J30_25.RCP,0,95.11814744801514,0.10956621170043945,sa,46,1000,0,60.0
J30_25.RCP,1,92.37901701323253,0.10953617095947266,sa,46,1000,1,60.0
J30_25.RCP,0,88.59640831758034,0.10141706466674805,ils,46,1000,0,60.0
J30_25.RCP,1,80.46597353497165,0.10301613807678223,ils,46,1000,1,60.0
J30_26.RCP,0,49.82840868636525,0.13361692428588867,ga,53,1000,0,60.0
